File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0451/sld_arb0451_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1k94bwk,ark:/21198/z1k94bwk/k3595t1s,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0451/sld_arb0451_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1k94bwk,ark:/21198/z1k94bwk/w2620s4b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0451/sld_arb0451_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1k94bwk,ark:/21198/z1k94bwk/7q46rm4x,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0451/sld_arb0451_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1k94bwk,ark:/21198/z1k94bwk/g478tk7c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0451/sld_arb0451_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1k94bwk,ark:/21198/z1k94bwk/4j889m1c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0451/sld_arb0451_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1k94bwk,ark:/21198/z1k94bwk/9408c040,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0451/sld_arb0451_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1k94bwk,ark:/21198/z1k94bwk/j448jm83,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0451/sld_arb0451_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1k94bwk,ark:/21198/z1k94bwk/n644m04q,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0451/sld_arb0451_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1k94bwk,ark:/21198/z1k94bwk/19036t98,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0451/sld_arb0451_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1k94bwk,ark:/21198/z1k94bwk/3326907p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
