File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal,Source
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/0394g629
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/z284838d
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0003_f_002r.tif,3,discovery,f. 002r,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/1q50s493
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0004_f_002v.tif,4,discovery,f. 002v,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/sm420p18
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0005_f_003r.tif,5,discovery,f. 003r,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/g067fj8k
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0006_f_003v.tif,6,discovery,f. 003v,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/j850hg43
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0007_f_004r.tif,7,discovery,f. 004r,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/5357852n
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0008_f_004v.tif,8,discovery,f. 004v,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/wb42b42g
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0009_f_005r.tif,9,discovery,f. 005r,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/nd60pz27
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0010_f_005v.tif,10,discovery,f. 005v,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/d750p015
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0011_f_006r.tif,11,discovery,f. 006r,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/ns61375j
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0012_f_006v.tif,12,discovery,f. 006v,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/3k21wr73
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0013_f_007r.tif,13,discovery,f. 007r,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/w3113b1x
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0014_f_007v.tif,14,discovery,f. 007v,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/k897243q
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0015_f_008r.tif,15,discovery,f. 008r,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/bg03jm4s
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0016_f_008v.tif,16,discovery,f. 008v,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/6b887h8c
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0017_f_009r.tif,17,discovery,f. 009r,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/46206m4h
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0018_f_009v.tif,18,discovery,f. 009v,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/2402m36v
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0019_f_010r.tif,19,discovery,f. 010r,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/9833jk1v
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
Masters/sinaimasters/ara/arabic_0139/sld_arb0139_0020_f_010v.tif,20,discovery,f. 010v,Text,,"ark:/21198/z1gm9bpz
","ark:/21198/z1gm9bpz/x1714f84
",ChildWork,copyrighted,Contact the Monastery of St. Catherine’s of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Sinai Arabic 139
